status,reason,source,title,begin,end,lat,lng,link
"DROPPED","OUT_OF_WINDOW","mobilize","Knock on Doors - Park for Mayor","2025-10-04","2025-10-04","35.7482094","-81.3175272","https://www.mobilize.us/parkformayor/event/850032/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Sweetwater County","2025-10-18","2025-10-18","41.5762193","-109.2499099","https://www.mobilize.us/nokings/event/850033/"
"DROPPED","OUT_OF_WINDOW","mobilize","National Coming Out Day Celebration - American Dreams Tour Atlanta","2025-10-11","2025-10-11","33.7544657","-84.3898151","https://www.mobilize.us/hrcga/event/850035/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Thrones - No Crowns - No Kings - No Fascists - Carrollton Democrats","2025-10-18","2025-10-18","32.9843676","-96.9091518","https://www.mobilize.us/dentondemocrats/event/850036/"
"DROPPED","OUT_OF_WINDOW","mobilize","Suck It, Sinclair! KOMO Lunch Hour Protest!","2025-10-07","2025-10-07","47.6194455","-122.3481104","https://www.mobilize.us/seattleindivisible/event/850039/"
"DROPPED","OUT_OF_WINDOW","mobilize","Cotton Creek Elementary: Yes on 5B Community Canvass","2025-10-04","2025-10-04","39.8978174","-105.0452831","https://www.mobilize.us/yesforadams12/event/850040/"
"DROPPED","OUT_OF_WINDOW","mobilize","Indivisible Trumansburg Honk & Wave","2025-10-03","2025-10-03","42.5430722","-76.6675534","https://www.mobilize.us/indivisible/event/850043/"
"DROPPED","OUT_OF_WINDOW","mobilize","Meridian Elementary: Yes on 5B Community Canvass","2025-10-02","2025-10-02","39.954589","-105.021836","https://www.mobilize.us/yesforadams12/event/850044/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Sam Gonzalez & Jorge Guadrón","2025-10-04","2025-10-04","40.7787095","-73.2430491","https://www.mobilize.us/suffolkcountydemocraticcommittee/event/850045/"
"DROPPED","OUT_OF_WINDOW","mobilize","CD18 & CD9 Joint Precinct Chair Meeting w/ Guest Joe Jaworski","2025-10-02","2025-10-02","29.7551531","-95.3410186","https://www.mobilize.us/hcdp/event/850048/"
"DROPPED","OUT_OF_WINDOW","mobilize","Suck It, Sinclair! KOMO Rush Hour Protest!","2025-10-07","2025-10-07","47.6194455","-122.3481104","https://www.mobilize.us/seattleindivisible/event/850049/"
"DROPPED","OUT_OF_WINDOW","mobilize","Hamburg Phonebank","2025-10-07","2025-10-07","42.8762745","-78.8521043","https://www.mobilize.us/eriecountydemocraticcommittee/event/850051/"
"DROPPED","OUT_OF_WINDOW","mobilize","Visibility CLT Pop-up Protest - Windsor Run/Matthews","2025-10-06","2025-10-06","35.1159532","-80.7224386","https://www.mobilize.us/indivisiblecharlottenc/event/850052/"
"DROPPED","OUT_OF_WINDOW","mobilize","One Year to Win with Waunakee Area Dems!","2025-11-01","2025-11-01","43.1919623","-89.4548402","https://www.mobilize.us/wisdems/event/850053/"
"DROPPED","OUT_OF_WINDOW","mobilize","Visibility CLT Pop-up Protest - Aldersgate","2025-10-08","2025-10-08","35.2272086","-80.8430827","https://www.mobilize.us/indivisiblecharlottenc/event/850054/"
"DROPPED","OUT_OF_WINDOW","mobilize","Glastonbury Democrats Karaoke Fundraiser","2025-10-15","2025-10-15","41.7139491","-72.6048753","https://www.mobilize.us/ctdems/event/850059/"
"DROPPED","OUT_OF_WINDOW","mobilize","Chispa Nevada y Las Doñas: Academia de cómo organizarse digitalmente","2025-10-04","2025-10-04","36.1014013","-115.132636","https://www.mobilize.us/lcvchispa/event/850061/"
"DROPPED","OUT_OF_WINDOW","mobilize","School Board Public Comment Mobilization","2025-10-07","2025-10-07","30.3321838","-81.655651","https://www.mobilize.us/youthactionfund/event/850062/"
"DROPPED","OUT_OF_WINDOW","mobilize","Day of Action with Rob Van Campen!","2025-10-04","2025-10-04","42.4065507","-71.0567382","https://www.mobilize.us/vancampen/event/850063/"
"DROPPED","OUT_OF_WINDOW","mobilize","Indivisible Frisco Virtual Meeting","2025-10-04","2025-10-04","33.1445785","-96.8911794","https://www.mobilize.us/indivisible/event/850064/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in South San Francisco","2025-10-05","2025-10-05","37.6535403","-122.4168664","https://www.mobilize.us/cadems/event/850065/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass with Maine Dems in Brunswick!","2025-10-11","2025-10-11","43.9166529","-69.9659438","https://www.mobilize.us/mainedems/event/850067/"
"DROPPED","OUT_OF_WINDOW","mobilize","Waves of Change - Waving at the Glastonbury Town Green","2025-10-04","2025-10-04","41.7120912","-72.608028","https://www.mobilize.us/ctdems/event/850071/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass with Maine Dems in Standish!","2025-10-05","2025-10-05","43.735879","-70.551453","https://www.mobilize.us/mainedems/event/850073/"
"DROPPED","OUT_OF_WINDOW","mobilize","Amherst Slate Phonebank","2025-10-06","2025-10-06","42.8762745","-78.8521043","https://www.mobilize.us/eriecountydemocraticcommittee/event/850076/"
"DROPPED","OUT_OF_WINDOW","mobilize","Door knocking in Bitter Lake for Katie Wilson","2025-10-06","2025-10-06","47.7068883","-122.3501067","https://www.mobilize.us/wilsonforseattle/event/850077/"
"DROPPED","OUT_OF_WINDOW","mobilize","Thornton Harvest Fest: Yes on 5B for Adams 12","2025-10-04","2025-10-04","39.8690354","-104.9601172","https://www.mobilize.us/yesforadams12/event/850078/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lake County, Indiana Young Democrats Monthly Meeting","2025-10-04","2025-10-04","41.4711447","-87.3442447","https://www.mobilize.us/inlakecountydemocraticparty/event/850081/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Minot","2025-10-18","2025-10-18","48.2289477","-101.2950394","https://www.mobilize.us/nokings/event/850082/"
"DROPPED","OUT_OF_WINDOW","mobilize","Santa Rosa Prop 50 Canvass","2025-10-04","2025-10-04","38.4531856","-122.716086","https://www.mobilize.us/ca-wfp/event/850083/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Newton [NJ50501]","2025-10-18","2025-10-18","41.058213","-74.753158","https://www.mobilize.us/nokings/event/850087/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass to Protect our Courts with Ahmed Ahmed!","2025-10-05","2025-10-05","40.0379958","-76.3056707","https://www.mobilize.us/lancastercountydems/event/850088/"
"DROPPED","OUT_OF_WINDOW","mobilize","Canvass for Prop 50 in Claremont with Swing Left Inland Valley!","2025-10-04","2025-10-04","34.0991003","-117.7240275","https://www.mobilize.us/cadems/event/850090/"
"DROPPED","OUT_OF_WINDOW","mobilize","Brownsville Unrig Texas Town hall","2025-10-03","2025-10-03","25.9964301","-97.5788975","https://www.mobilize.us/colinallredfortexas/event/850091/"
"DROPPED","OUT_OF_WINDOW","mobilize","One Year to Win with Eastside Progressives!","2025-11-01","2025-11-01","43.07469","-89.3841663","https://www.mobilize.us/wisdems/event/850094/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS CARROLLTON","2025-10-18","2025-10-18","32.9843289","-96.9091985","https://www.mobilize.us/nokings/event/850096/"
"DROPPED","OUT_OF_WINDOW","mobilize","DAY OF ACTION: Phillipsburg Lit Drop!","2025-10-18","2025-10-18","40.6915611","-75.1952543","https://www.mobilize.us/njvictory2025/event/850098/"
"DROPPED","OUT_OF_WINDOW","mobilize","Long Beach Indivisible Monthly In Person Meeting","2025-10-02","2025-10-02","33.7690164","-118.191604","https://www.mobilize.us/longbeachindivisible/event/850099/"
"DROPPED","OUT_OF_WINDOW","mobilize","Berkeley Rush Hour Resistance","2025-10-08","2025-10-08","37.8662898","-122.3055344","https://www.mobilize.us/indivisible/event/850100/"
"DROPPED","OUT_OF_WINDOW","mobilize","Phone Bank for Rob Van Campen!","2025-10-03","2025-10-03","42.4065507","-71.0567382","https://www.mobilize.us/vancampen/event/850101/"
"DROPPED","OUT_OF_WINDOW","mobilize","Long Beach Indivisible Monthly In person Meeting (Zoom Option)","2025-10-02","2025-10-02","","","https://www.mobilize.us/longbeachindivisible/event/850103/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Stevens Point","2025-10-18","2025-10-18","44.5224674","-89.5804603","https://www.mobilize.us/nokings/event/850104/"
"DROPPED","OUT_OF_WINDOW","mobilize","YES on Prop 50 Canvass in Boyle Heights w/ Rep. Jimmy Gomez, Chair Mark Ramos, & Asm. Mark Gonzalez!","2025-10-04","2025-10-04","34.0502898","-118.2117257","https://www.mobilize.us/grassrootsdemocratslahq/event/850106/"
"DROPPED","OUT_OF_WINDOW","mobilize","Resilience, Readiness, & Resistance Training","2025-10-09","2025-10-09","41.9439695","-71.2804301","https://www.mobilize.us/indivisiblemansfieldandbeyond/event/850108/"
"DROPPED","OUT_OF_WINDOW","mobilize","Postcard: Support Democracy in 2025 Elections!","2025-10-03","2025-10-03","","","https://www.mobilize.us/activateamerica/event/850109/"
"DROPPED","OUT_OF_WINDOW","mobilize","Town of Cheektowaga Phonebank","2025-10-09","2025-10-09","42.8762745","-78.8521043","https://www.mobilize.us/eriecountydemocraticcommittee/event/850111/"
"DROPPED","OUT_OF_WINDOW","mobilize","Postcards for California: Vote Yes on Redistricting to Save Democracy","2025-10-03","2025-10-03","","","https://www.mobilize.us/activateamerica/event/850115/"
"DROPPED","OUT_OF_WINDOW","mobilize","Ridgefield  Banner Brigade","2025-10-11","2025-10-11","45.8156638","-122.6908502","https://www.mobilize.us/indivisible-greater-vancouver/event/850116/"
"DROPPED","OUT_OF_WINDOW","mobilize","Postcards for New Jersey: Mikie Sherrill for Governor 2025","2025-10-03","2025-10-03","","","https://www.mobilize.us/activateamerica/event/850117/"
"DROPPED","OUT_OF_WINDOW","mobilize","Stop Tyranny","2025-10-04","2025-10-04","40.6860393","-74.3165839","https://www.mobilize.us/actionforpeace/event/850119/"
"DROPPED","OUT_OF_WINDOW","mobilize","Postcards for Pennsylvania's Supreme Court Election 2025","2025-10-03","2025-10-03","","","https://www.mobilize.us/activateamerica/event/850120/"
"DROPPED","OUT_OF_WINDOW","mobilize","De ICE Schaumburg Business Rark","2025-10-23","2025-10-23","42.0130165","-88.099845","https://www.mobilize.us/indivisible/event/850121/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Durango CO","2025-10-18","2025-10-18","37.2806095","-107.8772407","https://www.mobilize.us/nokings/event/850122/"
"DROPPED","OUT_OF_WINDOW","mobilize","October 18, 2025; Katy, Texas, Katy Pride Festival - Voter Registration Event OUTDOOR","2025-10-18","2025-10-18","29.7794714","-95.8035959","https://www.mobilize.us/poweredxpeople/event/850124/"
"DROPPED","OUT_OF_WINDOW","mobilize","AYD E-Board Social + Info Session","2025-10-14","2025-10-14","38.8898821","-77.0873271","https://www.mobilize.us/arlingtondems/event/850125/"
"DROPPED","OUT_OF_WINDOW","mobilize","Eastside Beltline Crowd Canvassing","2025-10-02","2025-10-02","33.7716181","-84.3633509","https://www.mobilize.us/kelseabond/event/850126/"
"DROPPED","OUT_OF_WINDOW","mobilize","El Dorado Progressives General Meeting on Proposition 50","2025-10-05","2025-10-05","38.7281837","-120.8030014","https://www.mobilize.us/eldoradoprogressives/event/850129/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Dubuque","2025-10-18","2025-10-18","42.5116163","-90.7412865","https://www.mobilize.us/indivisibledubuquecounty/event/850131/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings Scranton","2025-10-18","2025-10-18","41.4091319","-75.662391","https://www.mobilize.us/democracypa/event/850132/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Sammamish","2025-10-18","2025-10-18","47.6015684","-122.0364791","https://www.mobilize.us/nokings/event/850133/"
"DROPPED","OUT_OF_WINDOW","mobilize","Follow the Money with the Phoenix Project","2025-10-02","2025-10-02","37.799893","-122.4423668","https://www.mobilize.us/ca-wfp/event/850136/"
"DROPPED","OUT_OF_WINDOW","mobilize","North Belmont Canvas with Katherine O'Kane","2025-10-04","2025-10-04","35.2732697","-81.0514429","https://www.mobilize.us/gastoncountydemocrats/event/850137/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Jericho-Underhill","2025-10-18","2025-10-18","44.517986","-72.9480178","https://www.mobilize.us/nokings/event/850138/"
"DROPPED","OUT_OF_WINDOW","mobilize","LWVOC Parent Meet-Up!","2025-10-06","2025-10-06","28.5421109","-81.3790304","https://www.mobilize.us/leagueofwomenvotersorangecounty/event/850139/"
"DROPPED","OUT_OF_WINDOW","mobilize","Southpoint-Belmont Canvas with Katherine O'Kane","2025-10-18","2025-10-18","35.2203293","-81.0363694","https://www.mobilize.us/gastoncountydemocrats/event/850141/"
"DROPPED","OUT_OF_WINDOW","mobilize","Yes on 50 Visibility Brigade San Rafael Pedestrian Overpass","2025-10-04","2025-10-04","37.9781536","-122.5190643","https://www.mobilize.us/marinfordemocracy/event/850144/"
"DROPPED","OUT_OF_WINDOW","mobilize","De-ICE Rolling Meadows","2025-10-30","2025-10-30","42.0589437","-88.0091519","https://www.mobilize.us/indivisible/event/850145/"
"DROPPED","OUT_OF_WINDOW","mobilize","Democracy Design-A-Thon -  Do Something Alexandria","2025-10-11","2025-10-11","38.8277936","-77.0606148","https://www.mobilize.us/indivisible/event/850148/"
"DROPPED","OUT_OF_WINDOW","mobilize","Democracy Design-A-Thon - Do Something Alexandria","2025-11-01","2025-11-01","38.8279538","-77.1099383","https://www.mobilize.us/indivisible/event/850149/"
"DROPPED","OUT_OF_WINDOW","mobilize","Leon County Legislative Delegation Meeting – Speak to Your Lawmakers","2025-10-27","2025-10-27","30.4381153","-84.2820497","https://www.mobilize.us/equalground/event/850150/"
"DROPPED","OUT_OF_WINDOW","mobilize","Janesville Progressives Halloween Party!","2025-10-18","2025-10-18","42.6818446","-89.025048","https://www.mobilize.us/wisdems/event/850151/"
"DROPPED","OUT_OF_WINDOW","mobilize","Down Jersey Coalition Indivisible - Raising Political Awareness (Millville)","2025-10-06","2025-10-06","39.4020593","-75.0393368","https://www.mobilize.us/indivisible/event/850153/"
"DROPPED","OUT_OF_WINDOW","mobilize","Town & Country Democratic Club w/ SacDems","2025-10-09","2025-10-09","38.6270985","-121.3222422","https://www.mobilize.us/cadems/event/850154/"
"DROPPED","OUT_OF_WINDOW","mobilize","Alachua County Legislative Delegation Meeting – Speak to Your Lawmakers","2025-10-20","2025-10-20","29.682187","-82.4382304","https://www.mobilize.us/equalground/event/850155/"
"DROPPED","OUT_OF_WINDOW","mobilize","Protest: Sen. Cotton's Office and Rep. Womack's Office (Outside)","2025-10-08","2025-10-08","36.304661","-94.1866787","https://www.mobilize.us/indivisiblenwa/event/850156/"
"DROPPED","OUT_OF_WINDOW","mobilize","LGBTQ+ Caucus Organizing Meeting","2025-10-11","2025-10-11","35.5646836","-82.5025059","https://www.mobilize.us/buncombedems/event/850157/"
"DROPPED","OUT_OF_WINDOW","mobilize","It's Our Time: Weekend of Action","2025-10-05","2025-10-05","","","https://www.mobilize.us/naacpvirginiastateconference/event/850160/"
"DROPPED","OUT_OF_WINDOW","mobilize","It's Our Time: Weekend of Action","2025-10-12","2025-10-12","","","https://www.mobilize.us/naacpvirginiastateconference/event/850162/"
"DROPPED","OUT_OF_WINDOW","mobilize","It's Our Time: Weekend of Action","2025-10-11","2025-10-11","","","https://www.mobilize.us/naacpvirginiastateconference/event/850166/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Sun Prairie","2025-10-18","2025-10-18","43.1737545","-89.2350347","https://www.mobilize.us/nokings/event/850167/"
"DROPPED","OUT_OF_WINDOW","mobilize","SD 53 Table at On the Road Again South St. Paul","2025-10-04","2025-10-04","44.8888431","-93.0437031","https://www.mobilize.us/dfl/event/850168/"
"DROPPED","OUT_OF_WINDOW","mobilize","It's Our Time: Weekend of Action","2025-10-18","2025-10-18","","","https://www.mobilize.us/naacpvirginiastateconference/event/850171/"
"DROPPED","OUT_OF_WINDOW","mobilize","Congregations Canvass","2025-10-19","2025-10-19","36.074967","-79.803519","https://www.mobilize.us/guilfordcountydems/event/850172/"
"DROPPED","OUT_OF_WINDOW","mobilize","It's Our Time: Weekend of Action","2025-10-19","2025-10-19","","","https://www.mobilize.us/naacpvirginiastateconference/event/850173/"
"DROPPED","OUT_OF_WINDOW","mobilize","It's Our Time: Statewide Day of Action","2025-11-01","2025-11-01","","","https://www.mobilize.us/naacpvirginiastateconference/event/850175/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Clay Center","2025-10-18","2025-10-18","39.3751146","-97.1199098","https://www.mobilize.us/nokings/event/850176/"
"DROPPED","OUT_OF_WINDOW","mobilize","Lt. Gov Forbes- Campaign Kickoff OKC","2025-10-02","2025-10-02","35.4751057","-97.5119147","https://www.mobilize.us/okdemocrats/event/850179/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS WELLSVILLE","2025-10-18","2025-10-18","42.1154572","-77.944117","https://www.mobilize.us/nokings/event/850188/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings Westfield Weekly Standout","2025-10-07","2025-10-07","42.1211852","-72.7490879","https://www.mobilize.us/nokingswestfield/event/850189/"
"DROPPED","OUT_OF_WINDOW","mobilize","SOKY Indivisible Shake Rag Social","2025-10-07","2025-10-07","36.9978201","-86.4333588","https://www.mobilize.us/indivisible/event/850190/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Postcard and Signmaking","2025-10-11","2025-10-11","36.9903528","-86.4462725","https://www.mobilize.us/indivisible/event/850192/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Chandler - Car Beautification Station","2025-10-18","2025-10-18","33.3062031","-111.841185","https://www.mobilize.us/nokings/event/850193/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Richmond","2025-10-18","2025-10-18","37.5385087","-77.43428","https://www.mobilize.us/nokings/event/850194/"
"DROPPED","OUT_OF_WINDOW","mobilize","CCDP October Monthly Meeting","2025-10-09","2025-10-09","35.2922823","-81.54068","https://www.mobilize.us/clevelandcountydemocrats/event/850196/"
"DROPPED","OUT_OF_WINDOW","mobilize","Rally for FREEDOM OF SPEECH","2025-10-04","2025-10-04","30.8327022","-83.2784851","https://www.mobilize.us/indivisible/event/850205/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Valdosta","2025-10-18","2025-10-18","30.8327022","-83.2784851","https://www.mobilize.us/nokings/event/850206/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS WHEELING, WV","2025-10-18","2025-10-18","40.0432815","-80.6576487","https://www.mobilize.us/nokings/event/850207/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS DAY II - Hudson River Brigade","2025-10-18","2025-10-18","40.7127281","-74.0060152","https://www.mobilize.us/westchesternycvisibilitybrigade/event/850208/"
"DROPPED","OUT_OF_WINDOW","mobilize","OKC- After Work Happy Hour SPECIAL EVENT","2025-10-02","2025-10-02","35.4751057","-97.5119147","https://www.mobilize.us/okdemocrats/event/850210/"
"DROPPED","OUT_OF_WINDOW","mobilize","Knock Doors for Clean Water & Open Space Levy","2025-10-25","2025-10-25","43.6345763","-116.202358","https://www.mobilize.us/babevote/event/850214/"
"DROPPED","OUT_OF_WINDOW","mobilize","Sunrise Chicago Community Picnic","2025-10-12","2025-10-12","41.8407367","-87.6476489","https://www.mobilize.us/sunrisemovement/event/850215/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Elmhurst","2025-10-18","2025-10-18","41.8994745","-87.9403418","https://www.mobilize.us/nokings/event/850217/"
"DROPPED","OUT_OF_WINDOW","mobilize","Capitol Action Project Session #2 How to read a bill (Without a law degree)","2025-10-01","2025-10-01","35.525573","-97.5569692","https://www.mobilize.us/indivisibleoklahoma/event/850222/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Sherwood Old Town","2025-10-18","2025-10-18","45.3569261","-122.8410548","https://www.mobilize.us/nokings/event/850223/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Webster, NY","2025-10-18","2025-10-18","43.2085849","-77.4609398","https://www.mobilize.us/nokings/event/850228/"
"DROPPED","OUT_OF_WINDOW","mobilize","YUBA County YES  ON 50 OverPass Drop","2025-10-03","2025-10-03","39.0772879","-121.5428502","https://www.mobilize.us/cadems/event/850232/"
"DROPPED","OUT_OF_WINDOW","mobilize","LD3 Dems Book Club:  Prequel, An American Fight Against Fascism","2025-10-12","2025-10-12","33.4942189","-111.926018","https://www.mobilize.us/ld3democrats/event/850233/"
"DROPPED","OUT_OF_WINDOW","mobilize","LD3 Dems Book Club: Preparing for War, The Extremist History of White Christian Nationalism","2025-11-09","2025-11-09","33.4942189","-111.926018","https://www.mobilize.us/ld3democrats/event/850234/"
"KEPT","GEO","mobilize","LD3 Dems Book Club: Poverty and Homelessness in the United States of America","2025-12-14","2025-12-14","33.4942189","-111.926018","https://www.mobilize.us/ld3democrats/event/850235/"
"DROPPED","OUT_OF_WINDOW","mobilize","Texas AFT Virtual Office Hours - Lewisville ISD","2025-10-07","2025-10-07","","","https://www.mobilize.us/texasaft/event/850237/"
"DROPPED","OUT_OF_WINDOW","mobilize","Postcard Party With Kona Indivisible (KIND)","2025-10-05","2025-10-05","19.5788994","-155.9669907","https://www.mobilize.us/protecthawaii2025/event/850239/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Teaneck NJ","2025-10-18","2025-10-18","40.8860164","-74.0072568","https://www.mobilize.us/nokings/event/850243/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Clairmont Lake","2025-10-18","2025-10-18","33.803205","-84.3071618","https://www.mobilize.us/nokings/event/850245/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS South Burlington","2025-10-18","2025-10-18","44.4775503","-73.1760652","https://www.mobilize.us/nokings/event/850246/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings 2.0","2025-10-18","2025-10-18","32.9146009","-80.1061065","https://www.mobilize.us/50501sc/event/850248/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS PHILLIPS, WI","2025-10-18","2025-10-18","45.6904398","-90.3984651","https://www.mobilize.us/nokings/event/850249/"
"DROPPED","OUT_OF_WINDOW","mobilize","Monthly Breakfast Meeting","2025-10-11","2025-10-11","35.7058633","-79.8145479","https://www.mobilize.us/randolphcountyncdems/event/850250/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS NEW GLARUS","2025-10-18","2025-10-18","42.8124886","-89.6313267","https://www.mobilize.us/nokings/event/850252/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Sewickley","2025-10-18","2025-10-18","40.5400973","-80.1803978","https://www.mobilize.us/nokings/event/850253/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS RALLY - Liberty, MO","2025-10-18","2025-10-18","39.2445011","-94.4431503","https://www.mobilize.us/nokings/event/850259/"
"DROPPED","OUT_OF_WINDOW","mobilize","Chesapeake Indivisible at Annapolis Pride Parade and Fair","2025-10-18","2025-10-18","38.9728759","-76.5083572","https://www.mobilize.us/chesapeakeindivisible/event/850260/"
"DROPPED","OUT_OF_WINDOW","mobilize","Brookline PAX Coolidge Corner Stand Out","2025-10-11","2025-10-11","42.3420068","-71.1212127","https://www.mobilize.us/indivisible/event/850261/"
"DROPPED","OUT_OF_WINDOW","mobilize","DEMOCRATIC WOMEN'S CLUB presents Healthcare Under Attack & How to Fight Back to Protect Your Health","2025-10-14","2025-10-14","27.3409703","-82.5399105","https://www.mobilize.us/sarasotacountydec/event/850263/"
"DROPPED","OUT_OF_WINDOW","mobilize","Ed Deitsch For Straban Township Meet and Greet","2025-10-11","2025-10-11","39.8425292","-77.2051338","https://www.mobilize.us/eddeitschforstrabantownshipsupervisor/event/850264/"
"DROPPED","OUT_OF_WINDOW","mobilize","Rapid Response Resistance Team","2025-10-06","2025-10-06","44.7470586","-91.5015009","https://www.mobilize.us/chippewavalleyindivisible/event/850267/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Princeton Illinois","2025-10-18","2025-10-18","41.3848944","-89.4659831","https://www.mobilize.us/nokings/event/850270/"
"DROPPED","OUT_OF_WINDOW","mobilize","Milwaukee High School October Citywide","2025-10-22","2025-10-22","43.0386475","-87.9090751","https://www.mobilize.us/leadersignitingtransformation/event/850273/"
"DROPPED","OUT_OF_WINDOW","mobilize","Visibility Brigade","2025-10-06","2025-10-06","44.7470586","-91.5015009","https://www.mobilize.us/chippewavalleyindivisible/event/850275/"
"DROPPED","OUT_OF_WINDOW","mobilize","North Oakland County Community (and Volunteer) Meeting","2025-10-15","2025-10-15","42.7394724","-83.4088011","https://www.mobilize.us/vnp/event/850276/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings Milford, CT","2025-10-18","2025-10-18","41.2222218","-73.0570603","https://www.mobilize.us/nokings/event/850282/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Sanford","2025-10-18","2025-10-18","43.4382591","-70.7750701","https://www.mobilize.us/nokings/event/850284/"
"DROPPED","OUT_OF_WINDOW","mobilize","Tabb Meet & Greet for Virgil Thornton for House of Delegates","2025-10-14","2025-10-14","37.1125467","-76.423226","https://www.mobilize.us/historictriangledemocrats/event/850285/"
"DROPPED","OUT_OF_WINDOW","mobilize","NO KINGS Newton, KS","2025-10-18","2025-10-18","38.0388856","-97.3452052","https://www.mobilize.us/nokings/event/850286/"
"DROPPED","OUT_OF_WINDOW","mobilize","Roadside Rally - Citizens for Democracy","2025-10-04","2025-10-04","41.9651743","-75.7405231","https://www.mobilize.us/indivisible/event/850287/"
"DROPPED","OUT_OF_WINDOW","mobilize","JCDP Smithfield Municipal Canvass for Doris Wallace","2025-10-25","2025-10-25","35.5277055","-78.363557","https://www.mobilize.us/johnstoncountydems/event/850288/"
"DROPPED","OUT_OF_WINDOW","mobilize","Invest in MI Kids @ Friends of the Rouge Fall Fest","2025-10-18","2025-10-18","42.3103839","-83.2458114","https://www.mobilize.us/investinmikids/event/850289/"
"DROPPED","OUT_OF_WINDOW","mobilize","Write Letters for the PA Supreme Court Race!","2025-10-20","2025-10-20","43.5327136","-90.0093631","https://www.mobilize.us/swingleft/event/850290/"
"DROPPED","OUT_OF_WINDOW","mobilize","No Kings Randolph, VT","2025-10-18","2025-10-18","43.9249616","-72.6656919","https://www.mobilize.us/nokings/event/850291/"
"DROPPED","OUT_OF_WINDOW","mobilize","King George Farmers Market Spooktacular 2025","2025-10-25","2025-10-25","38.2774388","-77.2023386","https://www.mobilize.us/kinggeorgedemocrats/event/850292/"
"DROPPED","OUT_OF_WINDOW","mobilize","HCDC October Canvasses!","2025-10-04","2025-10-04","40.5095198","-74.8591426","https://www.mobilize.us/ld16/event/850294/"
"DROPPED","OUT_OF_WINDOW","mobilize","Republicans Are Closing Your Clinic - Rally to Fight Back","2025-10-03","2025-10-03","44.1732916","-94.0338055","https://www.mobilize.us/dfl/event/850296/"
"DROPPED","OUT_OF_WINDOW","mobilize","#RunningWithRoss Canvass Launch with Mayor Andrew Ginther!","2025-10-18","2025-10-18","39.9589245","-82.9971288","https://www.mobilize.us/friendsofshannonhardin/event/850300/"
"DROPPED","OUT_OF_WINDOW","mobilize","Fun-raiser for SLTC Letter Writing","2025-10-26","2025-10-26","44.9733959","-93.3081323","https://www.mobilize.us/swingleft/event/850302/"
"DROPPED","OUT_OF_WINDOW","mobilize","Knock Doors with Antwane Downey and Darryl Moss for Creedmoor!","2025-10-09","2025-10-09","36.1220647","-78.683793","https://www.mobilize.us/granvillecountydemocrats/event/850303/"
"DROPPED","OUT_OF_WINDOW","mobilize","Precinct Leader Committee Meeting","2025-10-22","2025-10-22","29.0282559","-81.3230521","https://www.mobilize.us/nwdems/event/850304/"
